Year,Cause of Death,State,Deaths
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",New Jersey,20
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",New York,35
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",North Carolina,19
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",Ohio,26
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",Oregon,11
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",Pennsylvania,26
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",South Carolina,10
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",Tennessee,17
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",Texas,35
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",Virginia,16
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",Washington,19
2004,"Diseases of pericardium and acute myocarditis (I30-I31,I40)",Wisconsin,10
2004,Enterocolitis due to Clostridium difficile (A04.7),Alabama,60
2004,Enterocolitis due to Clostridium difficile (A04.7),Arizona,73
2004,Enterocolitis due to Clostridium difficile (A04.7),Arkansas,53
2004,Enterocolitis due to Clostridium difficile (A04.7),California,315
2004,Enterocolitis due to Clostridium difficile (A04.7),Colorado,30
2004,Enterocolitis due to Clostridium difficile (A04.7),Connecticut,54
2004,Enterocolitis due to Clostridium difficile (A04.7),Delaware,15
2004,Enterocolitis due to Clostridium difficile (A04.7),Florida,409
2004,Enterocolitis due to Clostridium difficile (A04.7),Georgia,57
2004,Enterocolitis due to Clostridium difficile (A04.7),Illinois,199
2004,Enterocolitis due to Clostridium difficile (A04.7),Indiana,74
2004,Enterocolitis due to Clostridium difficile (A04.7),Iowa,32
2004,Enterocolitis due to Clostridium difficile (A04.7),Kansas,20
2004,Enterocolitis due to Clostridium difficile (A04.7),Kentucky,37
2004,Enterocolitis due to Clostridium difficile (A04.7),Louisiana,38
2004,Enterocolitis due to Clostridium difficile (A04.7),Maine,79
2004,Enterocolitis due to Clostridium difficile (A04.7),Maryland,82
2004,Enterocolitis due to Clostridium difficile (A04.7),Massachusetts,98
2004,Enterocolitis due to Clostridium difficile (A04.7),Michigan,98
2004,Enterocolitis due to Clostridium difficile (A04.7),Minnesota,32
2004,Enterocolitis due to Clostridium difficile (A04.7),Mississippi,15
2004,Enterocolitis due to Clostridium difficile (A04.7),Missouri,144
2004,Enterocolitis due to Clostridium difficile (A04.7),Nebraska,13
2004,Enterocolitis due to Clostridium difficile (A04.7),Nevada,14
2004,Enterocolitis due to Clostridium difficile (A04.7),New Hampshire,33
2004,Enterocolitis due to Clostridium difficile (A04.7),New Jersey,185
2004,Enterocolitis due to Clostridium difficile (A04.7),New York,187
2004,Enterocolitis due to Clostridium difficile (A04.7),North Carolina,69
2004,Enterocolitis due to Clostridium difficile (A04.7),Ohio,349
2004,Enterocolitis due to Clostridium difficile (A04.7),Oklahoma,49
2004,Enterocolitis due to Clostridium difficile (A04.7),Oregon,41
2004,Enterocolitis due to Clostridium difficile (A04.7),Pennsylvania,326
2004,Enterocolitis due to Clostridium difficile (A04.7),Rhode Island,21
2004,Enterocolitis due to Clostridium difficile (A04.7),South Carolina,26
2004,Enterocolitis due to Clostridium difficile (A04.7),Tennessee,101
2004,Enterocolitis due to Clostridium difficile (A04.7),Texas,118
2004,Enterocolitis due to Clostridium difficile (A04.7),Utah,11
2004,Enterocolitis due to Clostridium difficile (A04.7),Vermont,22
2004,Enterocolitis due to Clostridium difficile (A04.7),Virginia,64
2004,Enterocolitis due to Clostridium difficile (A04.7),Washington,59
2004,Enterocolitis due to Clostridium difficile (A04.7),West Virginia,24
2004,Enterocolitis due to Clostridium difficile (A04.7),Wisconsin,42
2004,Heart failure (I50),Alabama,1742
2004,Heart failure (I50),Alaska,44
2004,Heart failure (I50),Arizona,650
2004,Heart failure (I50),Arkansas,639
2004,Heart failure (I50),California,3602
2004,Heart failure (I50),Colorado,524
2004,Heart failure (I50),Connecticut,637
2004,Heart failure (I50),Delaware,111
2004,Heart failure (I50),District of Columbia,12
2004,Heart failure (I50),Florida,1667
2004,Heart failure (I50),Georgia,1580
2004,Heart failure (I50),Hawaii,62
2004,Heart failure (I50),Idaho,277
2004,Heart failure (I50),Illinois,2659
2004,Heart failure (I50),Indiana,1697
2004,Heart failure (I50),Iowa,296
2004,Heart failure (I50),Kansas,896
2004,Heart failure (I50),Kentucky,1236
2004,Heart failure (I50),Louisiana,1056
2004,Heart failure (I50),Maine,270
2004,Heart failure (I50),Maryland,564
2004,Heart failure (I50),Massachusetts,1801
2004,Heart failure (I50),Michigan,2198
2004,Heart failure (I50),Minnesota,1068
2004,Heart failure (I50),Mississippi,979
2004,Heart failure (I50),Missouri,1328
2004,Heart failure (I50),Montana,282
2004,Heart failure (I50),Nebraska,551
2004,Heart failure (I50),Nevada,505
2004,Heart failure (I50),New Hampshire,161
2004,Heart failure (I50),New Jersey,1320
2004,Heart failure (I50),New Mexico,302
2004,Heart failure (I50),New York,2585
2004,Heart failure (I50),North Carolina,1276
2004,Heart failure (I50),North Dakota,87
2004,Heart failure (I50),Ohio,2201
2004,Heart failure (I50),Oklahoma,981
2004,Heart failure (I50),Oregon,711
2004,Heart failure (I50),Pennsylvania,3324
2004,Heart failure (I50),Rhode Island,87
2004,Heart failure (I50),South Carolina,709
2004,Heart failure (I50),South Dakota,136
2004,Heart failure (I50),Tennessee,508
2004,Heart failure (I50),Texas,3345
2004,Heart failure (I50),Utah,554
2004,Heart failure (I50),Vermont,105
2004,Heart failure (I50),Virginia,1316
2004,Heart failure (I50),Washington,467
2004,Heart failure (I50),West Virginia,545
2004,Heart failure (I50),Wisconsin,1447
2004,Heart failure (I50),Wyoming,105
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Alabama,57
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Arizona,126
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Arkansas,38
2004,Human immunodeficiency virus (HIV) disease (B20-B24),California,1001
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Colorado,75
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Connecticut,101
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Delaware,13
2004,Human immunodeficiency virus (HIV) disease (B20-B24),District of Columbia,15
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Florida,659
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Georgia,143
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Illinois,153
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Indiana,64
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Iowa,24
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Kansas,19
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Kentucky,39
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Louisiana,86
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Maine,12
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Maryland,82
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Massachusetts,153
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Michigan,74
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Minnesota,29
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Mississippi,31
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Missouri,68
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Nevada,50
2004,Human immunodeficiency virus (HIV) disease (B20-B24),New Hampshire,15
2004,Human immunodeficiency virus (HIV) disease (B20-B24),New Jersey,218
2004,Human immunodeficiency virus (HIV) disease (B20-B24),New Mexico,17
2004,Human immunodeficiency virus (HIV) disease (B20-B24),New York,749
2004,Human immunodeficiency virus (HIV) disease (B20-B24),North Carolina,82
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Ohio,92
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Oklahoma,42
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Oregon,59
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Pennsylvania,188
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Rhode Island,17
2004,Human immunodeficiency virus (HIV) disease (B20-B24),South Carolina,44
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Tennessee,94
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Texas,612
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Utah,29
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Virginia,51
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Washington,98
2004,Human immunodeficiency virus (HIV) disease (B20-B24),West Virginia,27
2004,Human immunodeficiency virus (HIV) disease (B20-B24),Wisconsin,27
2004,Inflammatory diseases of female pelvic organs (N70-N76),California,11
2004,Influenza and pneumonia (J09-J18),Alabama,2355
2004,Influenza and pneumonia (J09-J18),Alaska,78
2004,Influenza and pneumonia (J09-J18),Arizona,2731
2004,Influenza and pneumonia (J09-J18),Arkansas,1766
2004,Influenza and pneumonia (J09-J18),California,15058
2004,Influenza and pneumonia (J09-J18),Colorado,1803
2004,Influenza and pneumonia (J09-J18),Connecticut,2369
2004,Influenza and pneumonia (J09-J18),Delaware,373
2004,Influenza and pneumonia (J09-J18),District of Columbia,44
2004,Influenza and pneumonia (J09-J18),Florida,8114
2004,Influenza and pneumonia (J09-J18),Georgia,3553
2004,Influenza and pneumonia (J09-J18),Hawaii,161
2004,Influenza and pneumonia (J09-J18),Idaho,614
2004,Influenza and pneumonia (J09-J18),Illinois,6545
2004,Influenza and pneumonia (J09-J18),Indiana,3240
2004,Influenza and pneumonia (J09-J18),Iowa,2265
2004,Influenza and pneumonia (J09-J18),Kansas,1548
2004,Influenza and pneumonia (J09-J18),Kentucky,2536
2004,Influenza and pneumonia (J09-J18),Louisiana,1898
2004,Influenza and pneumonia (J09-J18),Maine,869
2004,Influenza and pneumonia (J09-J18),Maryland,2343
2004,Influenza and pneumonia (J09-J18),Massachusetts,5188
2004,Influenza and pneumonia (J09-J18),Michigan,4725
2004,Influenza and pneumonia (J09-J18),Minnesota,2096
2004,Influenza and pneumonia (J09-J18),Mississippi,1274
2004,Influenza and pneumonia (J09-J18),Missouri,3509
2004,Influenza and pneumonia (J09-J18),Montana,471
2004,Influenza and pneumonia (J09-J18),Nebraska,993
2004,Influenza and pneumonia (J09-J18),Nevada,983
2004,Influenza and pneumonia (J09-J18),New Hampshire,720
2004,Influenza and pneumonia (J09-J18),New Jersey,3973
2004,Influenza and pneumonia (J09-J18),New Mexico,768
2004,Influenza and pneumonia (J09-J18),New York,10954
2004,Influenza and pneumonia (J09-J18),North Carolina,4182
2004,Influenza and pneumonia (J09-J18),North Dakota,368
2004,Influenza and pneumonia (J09-J18),Ohio,5876
2004,Influenza and pneumonia (J09-J18),Oklahoma,2014
2004,Influenza and pneumonia (J09-J18),Oregon,1567
2004,Influenza and pneumonia (J09-J18),Pennsylvania,8227
2004,Influenza and pneumonia (J09-J18),Rhode Island,656
2004,Influenza and pneumonia (J09-J18),South Carolina,1768
2004,Influenza and pneumonia (J09-J18),South Dakota,419
2004,Influenza and pneumonia (J09-J18),Tennessee,3690
2004,Influenza and pneumonia (J09-J18),Texas,8131
2004,Influenza and pneumonia (J09-J18),Utah,979
2004,Influenza and pneumonia (J09-J18),Vermont,257
2004,Influenza and pneumonia (J09-J18),Virginia,3398
2004,Influenza and pneumonia (J09-J18),Washington,2182
2004,Influenza and pneumonia (J09-J18),West Virginia,1299
2004,Influenza and pneumonia (J09-J18),Wisconsin,2960
2004,Influenza and pneumonia (J09-J18),Wyoming,285
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Alabama,916
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Alaska,178
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Arizona,1604
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Arkansas,682
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",California,5824
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Colorado,1508
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Connecticut,550
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Delaware,164
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",District of Columbia,31
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Florida,4508
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Georgia,1646
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Hawaii,104
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Idaho,462
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Illinois,1850
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Indiana,1306
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Iowa,668
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Kansas,692
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Kentucky,1088
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Louisiana,900
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Maine,336
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Maryland,832
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Massachusetts,798
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Michigan,2002
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Minnesota,972
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Mississippi,588
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Missouri,1296
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Montana,306
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Nebraska,312
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Nevada,826
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Hampshire,260
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Jersey,1040
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New Mexico,612
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",New York,1968
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",North Carolina,1818
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",North Dakota,130
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Ohio,2412
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Oklahoma,892
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Oregon,1072
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Pennsylvania,2616
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Rhode Island,162
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",South Carolina,838
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",South Dakota,174
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Tennessee,1466
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Texas,4256
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Utah,724
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Vermont,184
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Virginia,1430
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Washington,1520
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",West Virginia,562
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Wisconsin,1244
2004,"Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)",Wyoming,172
2004,"Legal intervention (Y35,Y89.0)",Arizona,16
2004,"Legal intervention (Y35,Y89.0)",California,60
2004,"Legal intervention (Y35,Y89.0)",Colorado,11
2004,"Legal intervention (Y35,Y89.0)",Ohio,10
2004,"Legal intervention (Y35,Y89.0)",Texas,29
2004,Malignant neoplasms (C00-C97),Alabama,15999
2004,Malignant neoplasms (C00-C97),Alaska,1105
2004,Malignant neoplasms (C00-C97),Arizona,19471
2004,Malignant neoplasms (C00-C97),Arkansas,11614
2004,Malignant neoplasms (C00-C97),California,95047
2004,Malignant neoplasms (C00-C97),Colorado,12515
2004,Malignant neoplasms (C00-C97),Connecticut,14134
2004,Malignant neoplasms (C00-C97),Delaware,3276
2004,Malignant neoplasms (C00-C97),District of Columbia,515
2004,Malignant neoplasms (C00-C97),Florida,76108
2004,Malignant neoplasms (C00-C97),Georgia,22373
2004,Malignant neoplasms (C00-C97),Hawaii,1186
2004,Malignant neoplasms (C00-C97),Idaho,4749
2004,Malignant neoplasms (C00-C97),Illinois,43289
2004,Malignant neoplasms (C00-C97),Indiana,24529
2004,Malignant neoplasms (C00-C97),Iowa,13297
2004,Malignant neoplasms (C00-C97),Kansas,10672
2004,Malignant neoplasms (C00-C97),Kentucky,18069
2004,Malignant neoplasms (C00-C97),Louisiana,13644
2004,Malignant neoplasms (C00-C97),Maine,6553
2004,Malignant neoplasms (C00-C97),Maryland,15777
2004,Malignant neoplasms (C00-C97),Massachusetts,26859
2004,Malignant neoplasms (C00-C97),Michigan,35919
2004,Malignant neoplasms (C00-C97),Minnesota,18791
2004,Malignant neoplasms (C00-C97),Mississippi,8593
2004,Malignant neoplasms (C00-C97),Missouri,23578
2004,Malignant neoplasms (C00-C97),Montana,3800
2004,Malignant neoplasms (C00-C97),Nebraska,6675
2004,Malignant neoplasms (C00-C97),Nevada,7789
2004,Malignant neoplasms (C00-C97),New Hampshire,5392
2004,Malignant neoplasms (C00-C97),New Jersey,31576
2004,Malignant neoplasms (C00-C97),New Mexico,6021
2004,Malignant neoplasms (C00-C97),New York,64241
2004,Malignant neoplasms (C00-C97),North Carolina,27409
2004,Malignant neoplasms (C00-C97),North Dakota,2588
2004,Malignant neoplasms (C00-C97),Ohio,46825
2004,Malignant neoplasms (C00-C97),Oklahoma,13536
2004,Malignant neoplasms (C00-C97),Oregon,14848
2004,Malignant neoplasms (C00-C97),Pennsylvania,56806
2004,Malignant neoplasms (C00-C97),Rhode Island,4892
2004,Malignant neoplasms (C00-C97),South Carolina,12786
2004,Malignant neoplasms (C00-C97),South Dakota,3154
2004,Malignant neoplasms (C00-C97),Tennessee,22777
2004,Malignant neoplasms (C00-C97),Texas,62170
2004,Malignant neoplasms (C00-C97),Utah,5154
2004,Malignant neoplasms (C00-C97),Vermont,2538
2004,Malignant neoplasms (C00-C97),Virginia,22262
2004,Malignant neoplasms (C00-C97),Washington,21828
2004,Malignant neoplasms (C00-C97),West Virginia,9638
2004,Malignant neoplasms (C00-C97),Wisconsin,22090
2004,Malignant neoplasms (C00-C97),Wyoming,1812
2004,Meningococcal infection (A39),California,16
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Alabama,1296
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Alaska,35
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Arizona,1129
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Arkansas,900
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",California,3912
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Colorado,760
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Connecticut,1028
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Delaware,197
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",District of Columbia,22
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Florida,3770
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Georgia,1696
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Hawaii,56
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Idaho,208
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Illinois,3676
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Indiana,2210
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Iowa,533
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kansas,1003
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Kentucky,1473
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Louisiana,1272
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Maine,520
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Maryland,876
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Massachusetts,2290
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Michigan,2440
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Minnesota,1280
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Mississippi,710
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Missouri,1838
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Montana,200
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Nebraska,515
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Nevada,731
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Hampshire,318
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Jersey,2582
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New Mexico,393
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",New York,3987
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",North Carolina,1938
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",North Dakota,102
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Ohio,3215
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Oklahoma,919
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Oregon,600
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Pennsylvania,5352
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Rhode Island,250
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",South Carolina,898
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",South Dakota,152
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Tennessee,1038
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Texas,4140
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Utah,447
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Vermont,111
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Virginia,1663
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Washington,674
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",West Virginia,856
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Wisconsin,1693
2004,"Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)",Wyoming,82
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Alabama,87
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Arizona,185
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Arkansas,66
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",California,1014
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Colorado,108
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Connecticut,94
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Delaware,16
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Florida,373
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Georgia,145
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Hawaii,10
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Idaho,41
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Illinois,223
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Indiana,127
2004,"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)",Iowa,60
